,title,author,summary,category,word_count,age_cat,num_views,num_fav,publication_date,tags,url,download_link
297,The Raven,Jenny Garcia,"Niki has finally made it to the Realm and married her mate Travis. Becoming the Queen of a world she knows nothing about has proven to be much more difficult than she expected. She is struggling to adjust to her new life when new issues arise.
  Enyo, The General of the Army and the leader of the Shadows of Night is determined to remove Niki from her position of power but an unexpected meeting with the Oracle has changed everything and a new enemy has risen that threatens the entire Realm.",Fantasy,23504 Words,Ages 16 and up,1041,13,03-22-2016,"{'revenge', 'mystics', 'royalty', 'king', 'Romance,... Show more', 'queen', 'murder', 'love', 'werewolves'}",https://www.bookrix.com/_ebook-jenny-garcia-the-raven/,https://www.bookrix.com/Books/Download.html?bookID=zlff6caf6670b35_1433541968.0271461010&format=epub
298,The Conquest of Lemuria,CAV LASTER,"I changed the title back to Lemuria's Last Hope

Want to know what this book is about? Check out the ebook promo here:
http://www.youtube.com/watch?v=wcjJ_Gg1EXA

Get your copy at: http://www.amazon.com/Lemurias-Last-Hope-Lemurian-ebook/dp/B006QYVTT0/ref=sr_1_1?ie=UTF8&qid=1325970120&sr=8-1",Fantasy,29 Words,Ages 0 and up,1038,59,10-01-2010,"{'action', 'romance', 'adventure', 'suspense', 'aliens', 'Epic novel'}",https://www.bookrix.com/_ebook-cav-laster-the-conquest-of-lemuria/,https://www.bookrix.com/Books/Download.html?bookID=cavlaster_1285955249.5380179882&format=epub
299,VAMPIRES AND WEREWOLVES DON'T MATCH,A.C.R.,"Miranda is destined to marry another Vampire. But one day as she shot through the woods she came upon something she never thought she would. A Werewolf. Does she fall for him? Does she risk her own life, to keep him safe from her family?",Fantasy,3732 Words,Ages 0 and up,1033,29,04-24-2012,"{'werewolve', 'bloodlust', 'vampire'}",https://www.bookrix.com/_ebook-a-c-r-vampires-and-werewolves-don-039-t-match/,https://www.bookrix.com/Books/Download.html?bookID=cross.crountry.run_1335269863.3507740498&format=epub
300,Ricky's Sister,Karina,"Ricky' sister never knew she can a name of her own. Until she met Jacob, the love of her life.
Now RICKY is the obstacle that's keeping this two people from love.
Will Janet beleive Jacob or will she be brain washed by her brother? Who will she choose, her brother, Ricky or, her first love, Jacob?
Who is Judy? What does she want with Jacob? Do you think that she can seperate them more than they already are?",Fantasy,947 Words,Ages 0 and up,1033,59,09-20-2010,"{'sobbing,... Show more', 'texas', 'punching', 'janet', 'sad', 'jacob', 'kiss', 'move away', 'judy', 'name'}",https://www.bookrix.com/_ebook-karina-ricky-039-s-sister-3/,https://www.bookrix.com/Books/Download.html?bookID=karina._1284959452.7210500240&format=epub
301,Pokemon Special 1,Aaron,,Fantasy,11594 Words,Ages 0 and up,1028,5,01-29-2011,,https://www.bookrix.com/_ebook-aaron-pokemon-special-1/,https://www.bookrix.com/Books/Download.html?bookID=black1_1296308421.5621130466&format=epub
302,its life (well sort of),based on the books by stephanie meyer,,Fantasy,1113 Words,Ages 0 and up,1027,56,08-22-2010,,https://www.bookrix.com/_ebook-based-on-the-books-by-stephanie-meyer-its-life-well-sort-of/,https://www.bookrix.com/Books/Download.html?bookID=pumpkin1997_1282515017.0053510666&format=epub
303,Barely Breathing,my_mind_speak a.k.a R.G Teongson,"Three years ago Aislyn Woods was accused of killing her boyfriend, Luke.

Not edited.
What they really don't know is that Luke was a turned werewolf. Trying to save herself and her best friend she ended up being bitten and she wakes up feeling stronger than a body builder.

She can smell and hear things like never before, she can toss a bus like it weighs nothing, and she feels like a freak.",Fantasy,5651 Words,Ages 0 and up,1026,16,12-20-2011,,https://www.bookrix.com/_ebook-my-mind-speak-a-k-a-r-g-teongson-barely-breathing/,https://www.bookrix.com/Books/Download.html?bookID=my.mind.speak_1324393236.2751159668&format=epub
304,We're All Stories In The End,Megan Rees,"Luna Wilde is a relatively average 14 year old girl from Nighthollow - a sanctuary for a select group of supernaturals (collectively called Purebloods) who are too vulnerable to be released into the real world. Demons and monsters lurk in every corner outside their safe haven, threatening to destroy them while remaining nonexistent to normals.

When three objects of ultimate importance to the Purebloods are stolen, Luna vows to do everything in her power to bring them back to Nighthollow and restore peace to the troubled citizens. With loyal companions at her side, Luna will need every ounce of her courage to fulfil her mission. But with traitors, demons and danger clouding her ambition, what will be the price for peace?",Fantasy,45839 Words,Ages 12 and up,1020,7,12-28-2013,,https://www.bookrix.com/_ebook-megan-rees-we-039-re-all-stories-in-the-end/,https://www.bookrix.com/Books/Download.html?bookID=chocolatemeerkat_1388145471.7328689098&format=epub
305,"Phantastes, a Faerie Romance for Men and Women",George MacDonald,,Fantasy,68857 Words,Ages 0 and up,1020,24,05-21-2008,,https://www.bookrix.com/_ebook-george-macdonald-phantastes-a-faerie-romance-for-men-and-women/,https://www.bookrix.com/Books/Download.html?bookID=librarian_1211548544.6763389111&format=epub
306,Trinity's Blood,Authoroffantasy,"Trinity has been staying with the Verne's and she already has two out of the four stuff she wanted before she died, checked off. But something in the way, oh yeah the voice in her head that hates them",Fantasy,4763 Words,Ages 0 and up,1018,60,11-24-2009,"{'crazy', 'friends', 'love', 'vampire'}",https://www.bookrix.com/_ebook-authoroffantasy-trinity-039-s-blood-1/,https://www.bookrix.com/Books/Download.html?bookID=authoroffantasy_1259110806.8221869469&format=epub
307,Wanted,Rose Barnes,Zoey Tail was once an ordianary girl util her frind Sam tells her thats shes a breeder and all the weres want to turn her.Zoey doesnt want to be a were and has been on the run all her life.She finally gives up and Moves to Red Crove and stays there.She will fight to stay human and so will her family But she has failed to see that weres always know where you go.,Fantasy,5017 Words,Ages 0 and up,1018,39,02-02-2011,"{'Fight', 'Fantasy', 'Werewolves'}",https://www.bookrix.com/_ebook-rose-barnes-wanted/,https://www.bookrix.com/Books/Download.html?bookID=darkwolf_1296665493.7426130772&format=epub
308,Until the End of Time,L.A. Borgaard,Samantha doesn't age like others and that isn't the only difference between her and her neighbors.,Fantasy,2 Words,Ages 0 and up,1018,63,03-14-2010,"{'shapeshifter', 'elf', 'witch'}",https://www.bookrix.com/_ebook-l-a-borgaard-until-the-end-of-time/,https://www.bookrix.com/Books/Download.html?bookID=lborgaard_1268591931.9635779858&format=epub
309,The Blue Moon,Madeline Gottlieb,"Zachary Hunter has a secret destiny - one he never could have imagined.

Something has always felt slightly off in Zach's life, since he turned 17. When the dreams he begins to have become reality and his best friends are actually his Protectors, Zach knows everything is about to change and there's nothing he can do about it.

But he could have never have guessed the truth - he's the last Warrior of Light, powerful beings that have sworn to protect for the rest of their lives. A simple pawn in a deadly war, Zach will learn just how far he'll go to save thousands, to stop the powerful magic beings that were exiled so long ago... and to fall in love with a young girl who would rather see him dead than touch her broken heart.",Fantasy,37218 Words,Ages 0 and up,1016,20,07-06-2011,"{'Magic', 'War', 'Love', 'Trust', 'Faery'}",https://www.bookrix.com/_ebook-madeline-gottlieb-the-blue-moon/,https://www.bookrix.com/Books/Download.html?bookID=letsdropthebeatdown_1309963935.2952830791&format=epub
310,My Brother's Best Friend,Sammy Davis Jr. (Vera R.,"I know this is cliche' but... I love my brother's best friend. I thought he was it, but maybe, just maybe I was wrong. It started on summer, ended another, then started again three times as intense. But will he ruin it?",Fantasy,2528 Words,Ages 10 and up,1012,25,03-08-2013,"{'bet', 'romance', ""brother's best friend"", 'forgiveness', 'love', 'soulmates'}",https://www.bookrix.com/_ebook-sammy-davis-jr-vera-r-my-brother-039-s-best-friend/,https://www.bookrix.com/Books/Download.html?bookID=samantha279_1362797354.2594449520&format=epub
311,A Wolf's Story,Chanda Doodlebug,NOT FINISHED! A book of one wolf who has a destiny greater then she knows. Will she live through up to her destiny and follow her father's paw steps? Or will she fail and become nothing more then a worthless omega?,Fantasy,1184 Words,Ages 12 and up,1012,7,11-09-2012,"{'wolf story', 'wolves', 'wolf', 'a wolfs story', 'story'}",https://www.bookrix.com/_ebook-chanda-doodlebug-a-wolf-039-s-story/,https://www.bookrix.com/Books/Download.html?bookID=chanda.doodlebug_1352492382.0009360313&format=epub
312,♥Eccedentesiast♥,Jaden Bieber,"Eccedentesiast: Someone Who Fakes A Smile..

She fights for everyone..
She smiles for everyone..
She's THAT girl...
That HE can't resist any longer.",Fantasy,2853 Words,Ages 0 and up,1007,27,11-13-2011,"{'Sex', 'Love. Hate. War. Vampire. Romance. Forbidden Love. Love-Hate Relationship'}",https://www.bookrix.com/_ebook-jaden-bieber-9829-eccedentesiast-9829/,https://www.bookrix.com/Books/Download.html?bookID=amulet97_1321229211.4145491123&format=epub
313,Silver Night,Lauren Behrens,,Fantasy,1079 Words,Ages 0 and up,1002,29,03-02-2010,"{'Vampire', 'Fantasy'}",https://www.bookrix.com/_ebook-lauren-behrens-silver-night/,https://www.bookrix.com/Books/Download.html?bookID=bonesgurl145_1267570681.5743639469&format=epub
314,Bad Bex,John Stormm,Her father's off beat Christmas gift helps Bex solve her problems away at college.,Fantasy,4427 Words,Ages 0 and up,997,24,12-21-2009,"{'witches', 'fountain', 'wizard', 'pixies'}",https://www.bookrix.com/_ebook-john-stormm-bad-bex/,https://www.bookrix.com/Books/Download.html?bookID=stormm_1261430865.7602789402&format=epub
315,Forever Lonely,Isabelle Johnson + Kaori Rose,"I should be dead. I almost died. I should have died. Would it have stopped me from causing all the trouble I've caused? Sometimes I think I shouldn't even have been born. But then I realized, there are idiots in this world that need my help.
I was born an angel, but I'm at the same time a devil. I hurt my best friend because I didn't even know what I was. For those who don't believe me, I literally went straight to hell and back, and they didn't even accept me. My own FATHER didn't accept me, because of that other child of his! Banned from heaven, I live on Earth, in a boarding high school. And I thought my life was hard...",Fantasy,18230 Words,Ages 14 and up,991,42,03-02-2012,,https://www.bookrix.com/_ebook-isabelle-johnson-kaori-rose-forever-lonely/,https://www.bookrix.com/Books/Download.html?bookID=isbjorn.izzy_1330619144.6924979687&format=epub
316,The Last Azvisalokya,Mii Ryouma,"  The ugliest inter-dimensional war is about to start between the demons and the satnees, but the battle field is our Earth. The preparations began milleniums ago, while the key is a human, a weak human girl, but not an ordinary teenager.
  I discovered that my father became a half-saatnee, his girlfriend was a demon; and I fell in love with an immortal who came to Earth, through the moon gate.

   Do you think that's a lot to deal with? Especially, when all creatures of the dark believe that a dagger in my heart is their only salvation! According to a stupid ancient prophecy.

And there is more in my cursed life...

I am Nina, the seven dimensions of our universe want me sacrificed!
They call me: The Last Azvisalokya.


First book in Azvisalokya trilogy.",Fantasy,25187 Words,Ages 14 and up,987,9,04-01-2017,"{'Saatnees', 'Moon', 'Magic', 'Divinity', 'Demons', 'Incest,... Show more', 'Eclipse', 'Urban Fantasy'}",https://www.bookrix.com/_ebook-mii-ryouma-the-last-azvisalokya/,
317,Dream come true?,Albert Eisenstein,"Jake is a black mutt, he can think, he can make choices...he can love. he is 84 in dog years..but 24 in human years....

Amy has had no relationships in her life, no family , nothing. so three years back she got a dog. dogs do not age (one human year is seven dog years. every year a dog ages two human years. ) she wished that her dog was human so she could have company....little did she know..her wish, his dream, may come true. but while walking home from work late one night, she was raped and left for dead, now three months pregnant, she feels hopeless.",Fantasy,751 Words,Ages 0 and up,986,20,06-25-2011,,https://www.bookrix.com/_ebook-albert-eisenstein-dream-come-true/,https://www.bookrix.com/Books/Download.html?bookID=special.2_1309018091.5711209774&format=epub
